,stars,name,feedback,avg_sent,gender,num_words,emoji
208,5,Арсений,Качество материала  окантовка  По тактильным ощущениям приятная и хорошо сидит на теле ,6.0,M,12,0
209,5,Гусен,Хорошая футболка  села отлично ,4.0,M,4,0
210,5,Андрей,Отличная футболка  не просвечивает не перекручивается после стирки,8.0,M,8,0
211,5,Руслан Газиев,Порядок,1.0,M,1,0
212,5,Руслан Газиев,Порядок,1.0,M,1,0
213,5,Дмитрий,Обычная Футболка  Все с ней хорошо,3.0,M,6,0
214,2,Рамазан,Воротник очень широкий и растянутый,5.0,M,5,0
215,5,Дмитрий,👍,1.0,M,1,1
216,5,Александр,Классные футболки  Хороший материал  после стирок не теряет форму и не затирается ,6.0,M,12,0
217,5,Павел,Покупал для себя  спасибо большое,5.0,M,5,0
218,5,Щеглов Владимир,Хлопок,1.0,M,1,0
219,5,Трофимчук Сергей,Хороший материал,2.0,M,2,0
220,5,Калиев  Альберт,👍👍👍,1.0,M,1,3
221,5,Денис,Отличная футболка,2.0,M,2,0
222,5,Максим,Качественно  красиво,2.0,M,2,0
223,5,Андрей,Обычная футболка качество нормальное,4.0,M,4,0
224,5,Игорь,Вполне приемлемо,2.0,M,2,0
225,5,вадим,Норм,1.0,M,1,0
226,5,Евгений,Толстая ткань  Гуд ,1.5,M,3,0
227,5,Александр,Хорошее качество,2.0,M,2,0
228,5,Олег,хорошая футболка,2.0,M,2,0
229,5,Аркадий,Супер,1.0,M,1,0
230,5,Владислав,На работу отлично,3.0,M,3,0
231,5,Ислам,👍🏽,1.0,M,1,1
232,5,Магомедов Магомед,Хорошая качественная,2.0,M,2,0
233,5,Александр,Ткань ожидает быть лучше  Как база пойдёт,3.5,M,7,0
234,5,Сабир,Качество  здесь оно есть ,4.0,M,4,0
235,5,Сабир,Качество  здесь оно есть ,4.0,M,4,0
236,5,Сергей,Модная  красивая  стильная,3.0,M,3,0
237,5,Егор,Идеально,1.0,M,1,0
238,5,Артем,🔥🔥🔥,1.0,M,1,3
239,5,Станислав,Отличная футболка ,2.0,M,2,0
240,5,Иван,Отличное качество  Футболка села по фигуре ,3.0,M,6,0
241,5,Павел,Очень приятный цвет,3.0,M,3,0
242,5,Черкасов Андрей,Хорошее качество  по размеру,3.0,M,4,0
243,5,Егор,Все устроило,2.0,M,2,0
244,3,Игорь,Качество хорошее  но лонс на бирке написано сделано в россии 🤔 брал на ягодном магазине такого же качества и тоже сделано в рф за 600р  После стирки чуть села,14.0,M,29,1
245,5,Тищук Игор,Всё ок,2.0,M,2,0
246,5,Дмитрий Леонов,Бомба ,1.0,M,1,0
247,5,Александр,Приятный материал для тела  Принт после стирок не стирается,4.5,M,9,0
248,5,Андрей,Отличный плотный материал футболки,4.0,M,4,0
249,5,Владимир,Топ,1.0,M,1,0
250,5,влад,Очень годно 🤌🏻,2.0,M,3,1
251,5,Сергей,Хорошая качественная ткань  служит уже долго без видимого износа,9.0,M,9,0
252,5,Никитин Сергей,Торчащих ниток  дырок и расхождения швов не заметил  На сезон  вполне ,5.5,M,11,0
253,5,Даниил,Хорошая футболка,2.0,M,2,0
254,5,Никитин Андрей,Очень даже хорошо  неожидал,4.0,M,4,0
255,5,Романов Сергей,Супер товар,2.0,M,2,0
256,5,Романов Сергей,Супер товар,2.0,M,2,0
257,5,Леонид,Удивительно хорошее качество,3.0,M,3,0
258,5,Александр,Качесвенная  плотная  хорошо сидит,4.0,M,4,0
259,5,Хакназаров Шахбоз,Отличный футболка все чётко,4.0,M,4,0
260,5,Артур,Хлеще качество,2.0,M,2,0
261,5,максим,Топ,1.0,M,1,0
262,5,Галиев Ильгиз,👍,1.0,M,1,1
263,4,Эдуард,Ткань приятная  плотная  но немного колючая бирка на шее ,9.0,M,9,0
264,5,Филимоненко Игорь,Качество на высоте  советую,4.0,M,4,0
265,5,Станислав,Удобная материал приятный ,1.5,M,3,0
266,5,Станислав,Оч качественно сшита и материал отличный ,3.0,M,6,0
267,5,Констанин,Качество отличное  рекомендую,2.0,M,3,0
268,5,Олег,Отличная футболка,2.0,M,2,0
269,5,Куприянов Тимур,Отличная футболка,2.0,M,2,0
270,5,Филимоненко Игорь,Бомба  цвет приятный,3.0,M,3,0
271,5,Максим,Качество супер  Удивлен что сшито в России ,3.5,M,7,0
272,5,макс,Классная,1.0,M,1,0
273,4,Станислав,Качество хорошее  но цвет оказался не тот  что на фото  более болотного оттенка  Заказывал только из  за цвета  по этому  возврат ,10.0,M,21,0
274,5,Александр,👍,1.0,M,1,1
275,5,Александр,Брал L на 52 размер  ткань приятная  не вытягивается,7.0,M,9,0
276,5,Дмитрий,Футболка хорошего качества  идет в размер ,6.0,M,6,0
277,5,Руслан,Цвет лучше чем на фото  Качество топ ,3.5,M,7,0
278,5,Алмазов Алмаз,Супер товар,2.0,M,2,0
279,5,Рустам Ойбулатов,Хорошая футболка,2.0,M,2,0
280,5,иван,Отлично,1.0,M,1,0
281,5,Баев Вячеслав,Приятная на ощупь  нитки не торчат  цена  качество ,8.0,M,8,0
282,5,Андрей,Футболка очень качественная принт супер 💣💥👍,6.0,M,6,3
283,5,Иванов Сергей,Качество лучше чем Ck,4.0,M,4,0
284,5,Роман,Плотная футболка  хорошего качества  Размер соответствует заявленному  Чуть длинновата на мой рост 173см ,4.333333333333333,M,13,0
285,5,Олег,Хорошее качество,2.0,M,2,0
286,5,Сидаков Азамат,Отличная майка  Принт просто супер ,2.5,M,5,0
287,5,Семен,Отлично S идеально на параметры 87  77  89,6.0,M,8,0
288,5,царь,Красивая майка для девочки,4.0,M,4,0
289,5,Владимир,Классная футболка  приятный цвет и качество 👍,7.0,M,7,1
290,5,Сапожников Владимир,Хорошего качества  длинная  В целом размер подходит,3.5,M,7,0
291,5,Казеннов,👍,1.0,M,1,1
292,5,Костин Олег,Качество отличное  брал на 2размера больше  чтоб на хип хопе  Доставка топ  3дня и забрал по пути домой ,9.0,M,18,0
293,5,Костин Олег,Качество отличное  брал на 2размера больше  чтоб на хип хопе  Доставка топ  3дня и забрал по пути домой ,9.0,M,18,0
294,5,Казеннов,Отличная футболка  размер соответствует  рекомендую,5.0,M,5,0
295,5,Дука Іван,Идеально,1.0,M,1,0
296,5,Эдуард,Качественная футболка,2.0,M,2,0
297,5,Роман,Отличная вещь  большемерит,3.0,M,3,0
298,5,денис,Качество на высоте,3.0,M,3,0
299,5,Роман,Качество хорошее  не много большемерит ,5.0,M,5,0
300,5,Ярослав,Очень классная,2.0,M,2,0
301,5,Ярослав,Хорошее качество,2.0,M,2,0
302,5,Захарченко Сергей,Футболка отлично подошла все по размеру качество отличное,8.0,M,8,0
303,5,Георгий,Качество,1.0,M,1,0
304,5,Иван,Нраица,1.0,M,1,0
305,5,Артём,Немного большемерит  а так норм,5.0,M,5,0
306,5,Дмитрий,Плотная  более тёплый вариант,4.0,M,4,0
307,5,андрей,Майка хороша  приятный плотный материал  нитки не торчат  швы качественные  брал на размер меньше по предыдущим отзывам  ношу L  брал М  подошла ,15.0,M,22,0
308,5,Сергей,Футболка хорошая  Идёт размер в размер ,3.0,M,6,0
309,5,Денис,Размер подошел  качество хорошее,3.0,M,4,0
310,4,Эдуард,Отказ  М оказались мне большие  На мой рост 1  88,3.0,M,10,0
311,5,Юдин Виктор,Прекрасная футболка  Адидас есть Адидас  но брать надо на размер меньше,5.5,M,11,0
312,5,Толмачев Сергей,Отличное качество  Размер соответствует ,3.0,M,4,0
313,5,Сергей,Все отлично  Размер подошел,2.0,M,4,0
314,5,Алексей,Качественно,1.0,M,1,0
315,5,Алексей,Качественно,1.0,M,1,0
316,5,Денис,Прозрачная через чур,3.0,M,3,0
317,5,Попов Михаил,Отличная футболка,2.0,M,2,0
318,5,Попов Михаил,Качество не подводит,3.0,M,3,0
319,5,Мальцев Артём,Классная футболочка села идеально брэнд суперский,6.0,M,6,0
320,5,Егоров Марк,Обычная футболка,2.0,M,2,0
321,5,Камиль,👍,1.0,M,1,1
322,5,Дёмин Денис,Огонь,1.0,M,1,0
323,4,Вадим,Соответствует цене,2.0,M,2,0
324,5,лов,Хорошо,1.0,M,1,0
325,4,Старков Александр,Хорошая футболка  размер в размер,5.0,M,5,0
326,5,Альберт,Все отлично,2.0,M,2,0
327,5,Альберт,Все отлично,2.0,M,2,0
328,5,Быков Павел,Отличная футболка,2.0,M,2,0
329,5,Быков Павел,Отличная футболка,2.0,M,2,0
330,5,дмитрий,🔥👌👍,1.0,M,1,3
331,5,дмитрий,👍🔥👌,1.0,M,1,3
332,5,Алексей,Классная футболка на лето 👍,4.0,M,5,1
333,3,Николай,Пойдёт,1.0,M,1,0
334,5,Серов Иван,Отлично,1.0,M,1,0
335,4,Марат,Нормальная повседневная футболка  Материал достаточно плотный  Принт  как мне кажется  добротный и выдержит ни одну стирку ,5.333333333333333,M,16,0
336,5,ДокторХаус,Рекомендую  оболденная футболка  трикотаж на высшем уровне ,2.333333333333333,M,7,0
337,5,Мурат,👍🏼,1.0,M,1,1
338,5,Алмаз,Искал простую  удобную  однотонную футболку и нашел  Ничего лишнего  Размер в размер ,4.0,M,12,0
339,5,Олег,Беру уже 3ю  Самое то  Ткань приятная ,3.5,M,7,0
340,4,Андрей,Размер в размер не подходит  поэтому отказ ,7.0,M,7,0
341,5,Ратушный Вячеслав,Все норм Качество соответствует цене,5.0,M,5,0
342,5,Ежов Владислав,Хорошее качество ,2.0,M,2,0
343,5,Бондаренко Артем,Нормально  качество хорошее,3.0,M,3,0
344,5,Бондаренко Артем,Нормально  качество хорошее,3.0,M,3,0
345,5,Бондаренко Артем,Нормально  качество хорошее,3.0,M,3,0
346,5,Мельников Антон,Майка за 600р  зачет  54ый идет на 56ой,3.5,M,8,0
347,4,виктор,Футболка приятная легкая мне и жене понравилась  взял М  48  размер она толи оверсайз толи крой фасон такой вобщем просторная удобная кайф на лето  все понравилось только есть одно но уже после покупки обнаружил маленькую дырочку,35.0,M,36,0
348,5,Андрей,Футболка немножко больше Мерритт качество отличное единственное чего боюсь как поведёт себя после стирки позже напишу,16.0,M,16,0
349,5,Ревин Артем,Крутая Майка,2.0,M,2,0
350,5,Навоян Ишхан,Крутая футболка ,2.0,M,2,0
351,5,Тимур,Качество хорошее я доволен ,4.0,M,4,0
352,5,Бунов Кирилл,Всем привет  Оставлю и я отзыв  Качество футболки хорошее  хлопок  В жару самое то 👍  тонкая  лëгкая  Единственное  но  это немного не совпадение с размерной сеткой  Заказал 50 размер  а по факту как  будто 52  ой  и широкая и длинная  Большемерит на размер ,5.714285714285714,M,43,1
353,5,Филипп,В размер,2.0,M,2,0
354,3,Валерьевич Валерий,Большемерит размера на 3,4.0,M,4,0
355,5,Руслан Набиев,Всё супер,2.0,M,2,0
356,3,Александр,Большемерная  Взял 58  а по факту будто не менее 60,5.0,M,10,0
357,5,Влад,Футболка класс  слегка большемерит,4.0,M,4,0
358,5,Егор,Размер сел отлично  качество хорошее,5.0,M,5,0
359,5,павел,Возврат  Порвана по внутриннему шву  очень жаль  Футболка супер,2.6666666666666665,M,9,0
360,5,павел,Товар супер  Качество материала на высоте  Но я сначала не увидел  Майка пришла с дефектом  Порвала  Буду делать возврат  А так обрадовался что продовали по акции  Теперь понял почему скинули  Тут ещё зацеп спереди,3.7777777777777777,M,34,0
361,5,Сергей,Дышит  Для тренировки очень хороша ,2.5,M,5,0
362,5,павел,Качество отличное  Как раз для лето  Легкая  Жалко дорого,2.25,M,9,0
363,5,павел,Качесво супер,2.0,M,2,0
364,5,Рахман,Отличная футболка  легкая летняя  Немного просвечивает,3.0,M,6,0
365,5,Алексей,👍,1.0,M,1,1
366,4,Евгений,Пойдёт,1.0,M,1,0
367,5,Архипов Александр,Все ок  как на фото,5.0,M,5,0
368,3,давид,при оформлении нет скидки,4.0,M,4,0
369,5,Олег,На пляж отлично ,3.0,M,3,0
370,5,Алексей,Хорошо сидит,2.0,M,2,0
371,4,Зульфир,Большемерит  Простая футболка  легкая ,2.0,M,4,0
372,5,Ларис,Мужу футболка понравилась  Для его фигуры без живота  размер в размер,5.5,M,11,0
